,text,label
408,"The most important statistics of the genocidal war waged by the Zionist occupation army on the Gaza Strip. 
(100) days since the genocidal war.
(2000) A massacre committed by the occupation army.
 (31,000) martyrs and missing persons.
 (23,968) martyrs who arrived in hospitals.
 (10,600) child martyrs.
 (7,200) female martyrs.
 (337) Martyrs of medical staff.
 (45) Civil Defense martyrs.
 (117) martyred journalists.
 (7,000) are missing, 70% of whom are children and women.
 (60,582) infected.
 (11,000) wounded people need to travel for treatment, “life-saving and dangerous.”
 (10,000) cancer patients face the risk of death.
 (99) cases of arrest of health personnel.
 (9) Detained journalists whose names are known.
 (2) One million displaced people in the Gaza Strip.
 (400,000) infected with infectious diseases as a result of displacement.
 (134) government headquarters destroyed by the occupation.
 (95) schools and universities were completely destroyed by the occupation.
 (295) Schools and universities that were partially destroyed by the occupation.
 (150) mosques were completely destroyed by the occupation.
 (245) mosques partially destroyed by the occupation.
 (3) Churches targeted and destroyed by the occupation.
 (70,000) housing units were completely destroyed by the occupation.
 (290,000) housing units that were partially destroyed by the occupation and uninhabitable.
 (65,000) tons of explosives dropped by the occupation on Gaza.
 (30) Hospitals taken out of service by the occupation.
 (53) health centers that the occupation took out of service.
 (150) health institutions were partially targeted by the occupation.
 (121) An ambulance destroyed by the occupation army.
 (200) archaeological and heritage sites destroyed by the occupation.شl",NEGATIVE
409,What a crock of crap!!!,NEGATIVE
410,"Over Biden’s term, US citizens have seen their net worth decrease by an average of 17.2% . That’s Bidenomics!",NEGATIVE
411,I'm from joilet Illinois blues brothers wicked great movie with John Belushi and Dan akrioud,POSITIVE
412,"Build build BROKE… 😢😢😢😢
Biden’s policies",NEGATIVE
413,"That's What We Called Bidenomic.

That's The Strength Of America ♥️",POSITIVE
414,"President Joe Biden

BIDENOMICS

A Derogatory Term Defining the Economic Failures of the Biden-Harris Administration.",NEGATIVE
415,"I wonder how the folks in East Palestine feel about your ""investment"".",POSITIVE
416,Biden does not have the mental capacity to run America. End Obama 4th term.,NEGATIVE
417,You and Obama are the worst presidents ever. 🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼,NEGATIVE
418,"Uh, it's not working and it never will. LyinBiden is at it again.",NEGATIVE
419,"And also I heard you like kids jumping on your lap! ( Your words- not mine ) 😳😳😳

https://www.facebook.com/share/n43XjuPFfDnjR4Jn/?mibextid=WC7FNe",NEGATIVE
420,"Bidenomics has cost every American alot, day after day after day.",NEGATIVE
421,"I can't comprehend that you state you don't want Taiwan independence, yet you send Taiwan weapons to fight China.",NEGATIVE
422,Children are starving to death #CeaseFireNow,NEGATIVE
423,"Good day friend I'm Elon musk the founder and ceo of Tesla we I'Il be needing works
on twitter.
We're helping the Semi Retire ,Retired,old, Young,Disable,Deaf, Widow,Divorced and Workers, in
conjunction He is the founder, CEO and
chief engineer of SpaceX; angel investor,
CEO and product architect of Tesla, Inc.; owner and CEO if you Have gotten your
application yet because Isaw your name on the workers list ,did you also got yours?",NEGATIVE
424,You fund israeli settlers and kill babies,NEGATIVE
425,"Israel wants to drag America into a war in the Middle East and trap it in a long, losing war. Will Israel deceive America?......",NEGATIVE
426,Joe Biden what happened last night at the White House?  What was up with the riots?,NEGATIVE
427,and they are working for their families and illegal aliens families!!!,POSITIVE
428,"THE BEST THING THAT HAS HAPPENED TO AMERICA IS JOE BIDEN ADMINISTRATION.
THANK YOU FOR EVERYTHING.
YOU DESERVE A SECOND CHANCE",POSITIVE
429,haha then you woke up from your dream CLOWN BIDEN,POSITIVE
430,What a joke you turned out to be. Everything Trump warned us about came true. So all yall singing praise to this old man I would love to hear what he has done that yall like so much.,POSITIVE
431,"3.2 million jobs, Joe.
3.2 million in 36 months.
Worst job growth since Hussein was President.
Oh yeah, he still is.",NEGATIVE
432,"රනිල් වික්‍රමසිංහ උඹව මේ රටේ ජනතාව ජනාධිපතිය හැටියට පිළිගන්නේ නෑ...බල්ලෙක් ගහල ජාතක වුණු රනිල් වික්‍රමසිංහය... රනිල් වික්‍රමසිංහ ඡන්දය තියපන් බල්ලෝ...🐕🐕🐕 රනිල් වික්‍රමසිංහ ඡන්දය තියපන් බල්ලෝ...
රනිල් වික්‍රමසිංහ බල්ලො ඇයි ඔච්චර ඡන්දෙ තියන්න බය....🤣🤣🤣🤣🤣",NEGATIVE
433,"Joe Biden 
نحن دعاة السلام
#اوقفوا_حرب_أوكرانيا 
#اقفوا_حرب_فلسطين_غزة
#اوقفوا_حرب_السوادن

We are advocates of peace

 #Stop_Ukraine_War
 #Stop_Palestine_Gaza_War
 #Stop_the_Sudan_War",NEGATIVE
434,You have ruined the country with YOUR border crisis.,NEGATIVE
435,You need to stop the slaughter in Gaza,NEGATIVE
436,Bidenomics = Colossal Failure,NEGATIVE
437,In three years we went from not being able to find toilet paper to not being able to afford it. 🧻🪠,NEGATIVE
438,you and hunter have made millions,POSITIVE
439,You are a traitor,NEGATIVE
440,"This administration is trying to turn our country into a socialist dictator third world dump. Control everything in our lives including you, a soros dem's dream. They know most of our country is not down with that, hence millions of illegals getting free rent, free food, free money, free healthcare including sex changes. Why is NO ONE in DC doing anything about it???  That's where all our money is going for",NEGATIVE
441,INFLATION IS UP!,NEGATIVE
442,"An act of war Joe Biden.

https://www.newsmax.com/world/globaltalk/houthis-us-yemen-israel-palestinians-gaza/2024/01/15/id/1149610/",NEGATIVE
443,"You will be forever be remembered, because you are one of the greatest president I ever loved. Let’s make America great again.",POSITIVE
444,NEW LOW: As President Joe Biden's job approval hits a new low of 33%—58% disapprove—it is becoming more and more clear to voters that former President Donald Trump is the choice to face him in November.,NEGATIVE
445,"We need all people, who want to preserve democracy to band together in a blue wave and defeat the Republicans and Trump at the ballot if h e is allowed on it .   For now, please share this and watch it yourself.  We must preserve Democracy in America. https://youtu.be/-PLGseQx2Mw",POSITIVE
446,"The STATES HAVE TO DO WHAT THE BIDEN ADMINISTRATION REFUSES TO DO TO PROTECT OUR COUNTRY FROM THE CARTELS, DRUGS, FENTANYL, METHAMPHETAMINES, ILLEGAL IMMIGRATION, CRIMINALS AND TERRORISM THREATS ENTERING ACROSS OUR SOUTHERN BORDER, SACRIFICING OUR SAFETY AND GIVING UP OUR SOVEREIGNTY... 

JUST BECAUSE DEMS WANT MORE VOTERS SHAMEFUL AND A BREACH OF DUTY! 

https://www.facebook.com/share/r/5MoL86eTMPNv5S52/?mibextid=4UDYQr",NEGATIVE
447,"Netenyaho's actions,are prolonging the tragic loss of innocent lives, as he attempts to delay his own accountability in court. It is evident that he shows no regard for the lives of children or even his own hostages. His behavior can only be described as that of a deranged war criminal.",NEGATIVE
448,Not sure govt subsidized jobs are real jobs ..,NEGATIVE
449,"And inflation went UP last month, old man...

https://www.cnbc.com/2024/01/11/cpi-inflation-report-december-2023-consumer-prices-rose-0point3percent-in-december-higher-than-expected-pushing-the-annual-rate-to-3point4percent.html",NEGATIVE
450,"Jobs? The ones that already existed before covid don’t count!
Even your own party hates you!! You are making America broke again!",NEGATIVE
451,#SleepyJoe how about a photo op at the southern border? WEF POS.,NEGATIVE
452,"Bidenomics means support ILLEGAL immigrants, put the American People second to last, it's a fact",POSITIVE
453,"After 100 days of what HAMAS did in one day, the ZIONIST ISRAEL did everyday so far??????? 100,000 PALESTINIANS WONDED AND KILLED SO FAR!!!!!!ZIONIST BIDEN STOP THE KILLING NOW!!!!!ZIONIST BIDEN HAD YOU DROPED FOOD FOR GAZA INSTED DROPING BOMBS ON YEMEN, YOU WOULD HAVE PROVED YOU DESERVE TO BE A PRESIDENT!!!!!!!",NEGATIVE
454,"Joe Biden you LIE too!  Bidenomics is lying misinformation!  Anyone is as incompetent as Biden if you cannot see what he has done to this country in 3 years!

https://www.foxnews.com/media/voters-doubt-biden-economy-citing-high-grocery-prices-interest-rates-we-still-cant-afford-things",NEGATIVE
455,"Putin, when he is done with Ukraine...and he has already flattened and defeated, he will move on to the Western countries...including Israel...with the help of North Korea and Iran...that's a bunch of first-hand information...from the meeting held yesterday in Moscow ..behind closed doors..Pass this on to everyone...so you know what awaits you.",POSITIVE
456,"400,000 people in DC yesterday . The largest Palestine protested in the history of the United States.
How is it possible that we are still convincing the world that Palestinians are human?
None of us will be free until we are all free.
$10 Million A Day to Israel While Americans Live Paycheck To Paycheck?!
S3.8 BILLION Of OUR TAX DOLLARS Fund Israeli WAR CRIMES.
Keep US $ in America no more money to Israel.
Let ga.za live Free🇵🇸🇵🇸🇵🇸",NEGATIVE
457,"The country hates you Joe Biden.
You have the interest of China not the United States and American citizens know it.

https://www.newsmax.com/newsfront/president-joe-biden-poll/2024/01/15/id/1149608/?utm_source=nmapp&utm_medium=topnews",NEGATIVE
458,All lies. You can invest in America and let illegals overrun our borders,NEGATIVE
459,Stop,NEGATIVE
460,We're more concerned with what you have sold out to China for ??  Also why do you & Barry so desperately want Iran to have Nuclear Capabilities  ???,NEGATIVE
461,"🖋☑️O Arab weather and the entire non-Arab weather forecasts, what is the reason for the sudden heat in the Arctic northern pole sky, even though it is the current winter season? Don't you reason?!☑️🖋
▪️28 - Jamad Alakhra - 1445 AH Jan - 10 - 2024 AD▪️
An international comment from Allah’s khalifa; the Imam Mahdi Nasser Mohammad Al-Yemeni, on the news issued by Arabia Weather, the European and American Center, and the entire global meteorology and climate science centers at the following link:
https://taqs.me/FbTj

O Arab Weather, the European and American meteorology centers, and all members of the world climate organization, testify with truth in your field of specialization and help me to save the population of the planet, surely the matter is dangerous and widespread evil, in fact it is a grievous news while you and the worlds are turning away from it. Here you are, seen the facts of Allah’s signs upon the actual reality, and I certainly do not vocalize to you with poetry nor exaggerating with prose other than the truth, in fact; the truth and the truth I say that the planet of chastisement Saqar will obscure the south of planet earth, its east, its west, the middle of it and its north, it would block the inhabitants of the planet from seeing the entire sky. So what is the matter with you that you do not believe the True Word regarding the news of the approach of the thermal, flame-glowing planet Saqar in the decisive Reminder; the grand Quran in the word of Allah the Most High: [Al-Anbyãa´] 21:37-40
{خُلِقَ الْإِنسَانُ مِنْ عَجَلٍ ۚ سَأُرِيكُمْ آيَاتِي فَلَا تَسْتَعْجِلُونِ ‎﴿٣٧﴾‏ وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ ‎﴿٣٨﴾‏ لَوْ يَعْلَمُ الَّذِينَ كَفَرُوا حِينَ لَا يَكُفُّونَ عَن وُجُوهِهِمُ النَّارَ وَلَا عَن ظُهُورِهِمْ وَلَا هُمْ يُنصَرُونَ ‎﴿٣٩﴾‏ بَلْ تَأْتِيهِم بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا وَلَا هُمْ يُنظَرُونَ ‎﴿٤٠﴾} صدق الله العظيم [سورة الأنبياء]؟!

And here you are watching the signs of the approaching Saqar planet of chastisement, and the signs of its approach in what is around you in the heavens and the earth, and the change of order in everything on earth due to the approach of the planet Saqar. Confirming with the word of Allah the Most High: [Al-A`arfã] 7:85
{أَوَلَمْ يَنظُرُوا فِي مَلَكُوتِ السَّمَاوَاتِ وَالْأَرْضِ وَمَا خَلَقَ اللَّهُ مِن شَيْءٍ وَأَنْ عَسَىٰ أَن يَكُونَ قَدِ اقْتَرَبَ أَجَلُهُمْ ۖ فَبِأَيِّ حَدِيثٍ بَعْدَهُ يُؤْمِنُونَ ‎﴿١٨٥﴾} صدق الله العظيم [سورة الأعراف].

Have you found this narrative just a narration, or a narration that Allah ratifies upon the actual reality? Confirming with the word of Allah the Most High: [Al-Naml] 27:93
{وَقُلِ الْحَمْدُ لِلَّهِ سَيُرِيكُمْ آيَاتِهِ فَتَعْرِفُونَهَا ۚ وَمَا رَبُّكَ بِغَافِلٍ عَمَّا تَعْمَلُونَ ‎﴿٩٣﴾‏} صدق الله العظيم [سورة النمل]؟

Indeed, Allah will raise the temperature to (151 degrees), so reflect, estimate, and decide. Whoever wishes may take to his Lord the path of truth then respond to the call of Allah’s khalifa and His servant; the Imam Mahdi Nasser Mohammad Al-Yemeni. I certainly call to worship Allah, He Alone, no partner for Him, no God other than Him, none else than Him worthy of worship, your Lord and my Lord, the One in Control over the kingdom of the heavens and earth, so keep your duty to Allah the One, the Subduer, and flee to Allah by repenting and turning near to Allah my Lord and your Lord, hoping from Allah to forgive your sins and make your hearts see. Verily, by Allah, by Allah, by Allah the Great, you will not see the true path to Allah unless you turn near to Allah so that He may guide your hearts. And know with certainty that Allah guides to Him whoever turns (to Him). Indeed, I am a devoted advisor to you, and whoever refuses and is arrogant, let him have the news of Saqar the hellish prison. It has seven gates, while you know that you cannot bear a fire-spark sting of a cigarette, so how can you bear the chastisement of a fire whose fuel is stones?!

Peace be upon the messengers, and praise be to Allah Lord of the worlds.
Khalifa of Allah over the whole world; the Imam Mahdi Nasser Mohammad Al-Yemeni.

➖➖➖➖➖➖➖➖➖➖

Imam Mahdi Nasser Mohammad Al-Yemeni
28 - Jamad Alakhra - 1445 AH
Jan - 10 - 2024 AD
06:26 am
(According to the official time of [Mecca] mother of towns)
[👉To read the full statement, click on the link below👇] 

https://nasser-alyamani.org/showthread.php?p=438549

#Miracle_Gaza_is_graveyard_to_invaders.
#السابع_من_اكتوبر..
#غزة_المكرمة..
#ألحرارة_باترتفع_إلى_151_درجة..
#Saturday_October_07..
#The_Verdict_of_Imam_Mahdi_Concerning_Hamas..
#In_the_name_of_Allah_the_One_the_Subduer..
#Urgent_to_every_human_and_each_who_has_intellect
#Significant_event_an_admonishment_to_each_sane
#Shanghai_Virus_Is_Torment
#TheWarningMoonIsOver
#Omicron_is_a_global_calamity
#Divine_Cosmic_n_Covidious_War
#NoFlee_COVID_Of_DeathArrived
‎#WarningTo_Mohamed_Bin_Salman
_____________",NEGATIVE
